id,old_id,title,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
S102,S107,"Software Archinaut: A Tool to Understand Architecture, Identify Technical Debt Hotspots and Manage Evolution","Humberto Cervantes
Rick Kazman",Academia,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388633,"@inproceedings{Cervantes_2020,
	doi = {10.1145/3387906.3388633},
	url = {https://doi.org/10.1145%2F3387906.3388633},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Humberto Cervantes and Rick Kazman},
	title = {Software archinaut},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","In this paper we present Software Archinaut--a tool used to help
identify technical debt hotspots in an architecture, and manage the
evolution of the architecture once these hotspots are discovered.","Software Archinaut
Depends
Designite
SCC
GitLog
DV8
RMiner
SonarQube
Understand
Lattix
Structure 101
CodeScene"
S103,S109,Are SonarQube Rules Inducing Bugs?,"Valentina Lenarduzzi
Francesco Lomio
Heikki Huttunen
Davide Taibi",Academia,"2,020.00","International Conference on Software Analysis, Evolution and Reengineering",Conference,http://doi.org/10.1109/SANER48275.2020.9054821,"@INPROCEEDINGS{Lenarduzzi2020-dh,
  title           = ""Are {SonarQube} Rules Inducing Bugs?"",
  booktitle       = ""2020 {IEEE} 27th International Conference on Software
                     Analysis, Evolution and Reengineering ({SANER})"",
  author          = ""Lenarduzzi, Valentina and Lomio, Francesco and Huttunen,
                     Heikki and Taibi, Davide"",
  publisher       = ""IEEE"",
  month           =  feb,
  year            =  2020,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2020 IEEE 27th International Conference on Software
                     Analysis, Evolution and Reengineering (SANER)"",
  location        = ""London, ON, Canada""
}","In this work we aim at understanding which SonarQube rules are
actually fault-prone and to understand which machine learning
models can be adopted to accurately identify fault-prone rules.",SonarQube
S104,S110,On the Relationship between Self-Admitted Technical Debt Removals and Technical Debt Measures,"Lerina Aversano
Martina Iammarino
Mimmo Carapella
Andrea Del Vecchio
Laura Nardi",Academia,"2,020.00",Algorithms,Journal,http://doi.org/10.3390/a13070168,"@ARTICLE{Aversano2020-nx,
  title     = ""On the relationship between self-admitted technical debt
               removals and technical debt measures"",
  author    = ""Aversano, Lerina and Iammarino, Martina and Carapella, Mimmo and
               Vecchio, Andrea Del and Nardi, Laura"",
  journal   = ""Algorithms"",
  publisher = ""MDPI AG"",
  volume    =  13,
  number    =  7,
  pages     = ""168"",
  month     =  jul,
  year      =  2020,
  language  = ""en""
}
","Therefore, this work focuses on the
relationship between SATD and TD values.","SonarQube
CK"
S105,S113,Evaluating the agreement among technical debt measurement tools: building an empirical benchmark of technical debt liabilities,"Theodoros Amanatidis
Nikolaos Mittas
Athanasia Moschou
Alexander Chatzigeorgiou
Apostolos Ampatzoglou
Lefteris Angelis",Academia,"2,020.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-020-09869-w,"@ARTICLE{Amanatidis2020-vo,
  title     = ""Evaluating the agreement among technical debt measurement tools:
               building an empirical benchmark of technical debt liabilities"",
  author    = ""Amanatidis, Theodoros and Mittas, Nikolaos and Moschou,
               Athanasia and Chatzigeorgiou, Alexander and Ampatzoglou,
               Apostolos and Angelis, Lefteris"",
  journal   = ""Empir. Softw. Eng."",
  publisher = ""Springer Science and Business Media LLC"",
  volume    =  25,
  number    =  5,
  pages     = ""4161--4204"",
  month     =  sep,
  year      =  2020,
  language  = ""en""
}","The objective of this study is two-fold: First, we evaluate the degree of agreement among leading TD assessment tools. Second, we propose a framework to capture the diversity
of the examined tools with the aim of identifying few “reference assessments” (or class/file
profiles) representing characteristic cases of classes/files with respect to their level of TD.","AnaConDebt
CAST
CodeScene
DebtFlag
Debtgrep
DV8
Kiuwan
NDepend
SonarQube
Squore
TD-Tracker
TEDMA
VisminerTD"
S106,S114,On Energy Debt: Managing Consumption on Evolving Software,"Marco Couto
Daniel Maia
João Saraiva
Rui Pereira",Industry,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388628,"@inproceedings{Couto_2020,
	doi = {10.1145/3387906.3388628},
	url = {https://doi.org/10.1145/3387906.3388628},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Marco Couto and Daniel Maia and Jo{\~{a}}o Saraiva and Rui Pereira},
	title = {On energy debt},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","Similar to technical debt, if energy debt is not properly addressed, it can accumulate an energy “interest”. This interest will keep increasing as new versions of the software are released, and eventually reach a point where the interest will be higher than the initial en-
ergy debt.",SonarQube
S107,S115,Longitudinal Evaluation of Open-source Software Maintainability,"Arthur-Jozsef Molnar 
Simona Motogna",Academia,"2,020.00",International Conference on Evaluation of Novel Approaches to Software Engineering,Conference,http://doi.org/10.5220/0009393501200131,"@inproceedings{Molnar_2020,
	doi = {10.5220/0009393501200131},
	url = {https://doi.org/10.5220%2F0009393501200131},
	year = 2020,
	publisher = {{SCITEPRESS} - Science and Technology Publications},
	author = {Arthur-Jozsef Molnar and Simona Motogna},
	title = {Longitudinal Evaluation of Open-source Software Maintainability},
	booktitle = {Proceedings of the 15th International Conference on Evaluation of Novel Approaches to Software Engineering}
}
","An important body of research exists linking these characteristics with software metrics, and proposing ways to automate quality assessment by aggregating software metric values into higher-level quality models. We employ the Maintainability Index, technical debt ratio and a maintainability model based on the ARiSA Compendium.","MetricsReloaded IntelliJ plugin 
VizzMaintainance Eclipse plugin."
S108,S116,Towards a Model-based Fuzzy Software Quality Metrics,"Omar Masmali
Omar Badreddin",Academia,"2,020.00",International Conference on Model-Driven Engineering and Software Development,Conference,http://doi.org/10.5220/0008913701390148,"@inproceedings{Masmali_2020,
	doi = {10.5220/0008913701390148},
	url = {https://doi.org/10.5220%2F0008913701390148},
	year = 2020,
	publisher = {{SCITEPRESS} - Science and Technology Publications},
	author = {Omar Masmali and Omar Badreddin},
	title = {Towards a Model-based Fuzzy Software Quality Metrics},
	booktitle = {Proceedings of the 8th International Conference on Model-Driven Engineering and Software Development}
}","This paper presents a novel approach that formulates code quality metrics with thresholds that are
derived from software design models.",Understand
S109,S117,A comparison of quality flaws and technical debt in model transformation specifications,"Shekoufeh Kolahdouz-Rahimi
Kevin Lano
Mohammadreza Sharbaf
Meysam Karimi
Hessa Alfraihi",Academia,"2,020.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2020.110684,"@ARTICLE{Kolahdouz-Rahimi2020-bq,
  title     = ""A comparison of quality flaws and technical debt in model
               transformation specifications"",
  author    = ""Kolahdouz-Rahimi, Shekoufeh and Lano, Kevin and Sharbaf,
               Mohammadreza and Karimi, Meysam and Alfraihi, Hessa"",
  journal   = ""J. Syst. Softw."",
  publisher = ""Elsevier BV"",
  volume    =  169,
  number    =  110684,
  pages     = ""110684"",
  month     =  nov,
  year      =  2020,
  language  = ""en""
}",,PMD
S110,S118,ATDx: Building an Architectural Technical Debt Index,"Roberto Verdecchia
Patricia Lago
Ivano Malavolta
Ipek Ozkaya",Academia,"2,020.00",International Conference on Evaluation of Novel Approaches to Software Engineering,Conference,http://doi.org/10.5220/0009577805310539,"@INPROCEEDINGS{Verdecchia2020-xh,
  title           = ""{ATDx}: Building an Architectural Technical Debt Index"",
  booktitle       = ""Proceedings of the 15th International Conference on
                     Evaluation of Novel Approaches to Software Engineering"",
  author          = ""Verdecchia, Roberto and Lago, Patricia and Malavolta,
                     Ivano and Ozkaya, Ipek"",
  publisher       = ""SCITEPRESS - Science and Technology Publications"",
  year            =  2020,
  conference      = ""15th International Conference on Evaluation of Novel
                     Approaches to Software Engineering"",
  location        = ""Prague, Czech Republic""
}","In this study, we present a multi-step approach designed to build an ATD index (ATDx), which provides insights into a set of ATD dimensions building upon existing architectural rules by leveraging statistical analysis.","ATDx
SonarQube"
S111,S119,The Quest for Introducing Technical Debt Management in a Large-Scale Industrial Company,"Somayeh Malakuti
Sergey Ostroumov",Industry,"2,020.00", European Conference on Software Architecture,Conference,https://doi.org/10.1007/978-3-030-58923-3_20,"@INCOLLECTION{Malakuti2020-cr,
  title     = ""The quest for introducing technical debt management in a
               large-scale industrial company"",
  booktitle = ""Software Architecture"",
  author    = ""Malakuti, Somayeh and Ostroumov, Sergey"",
  publisher = ""Springer International Publishing"",
  pages     = ""296--311"",
  series    = ""Lecture notes in computer science"",
  year      =  2020,
  address   = ""Cham""
}","This paper elaborates on various causes that we have identified for this challenge, and discusses our stepwise approach to address them so that the software quality can be improved.","Lattix
Understand
TeamScale
CppDepend"
S112,S121,Technical debt in procedural model transformation languages,"Shekoufeh Kolahdouz-Rahimi
Kevin Lano
Meysam Karimi",Academia,"2,020.00",Journal of Computer Languages,Journal,https://doi.org/10.1016/j.cola.2020.100971,"@article{Kolahdouz_Rahimi_2020,
	doi = {10.1016/j.cola.2020.100971},
	url = {https://doi.org/10.1016%2Fj.cola.2020.100971},
	year = 2020,
	month = {aug},
	publisher = {Elsevier {BV}},
	volume = {59},
	pages = {100971},
	author = {Shekoufeh Kolahdouz-Rahimi and Kevin Lano and Meysam Karimi},
	title = {Technical debt in procedural model transformation languages},
	journal = {Journal of Computer Languages}
}
","In this paper we define a quality model for model transformation languages, and define TD indicators for MT based on this model.","PMD
SonarQube"
S113,S122,How Junior Developers Deal with Their Technical Debt?,"Fabian Gilson
Miguel Morales-Trujillo
Moffat Mathews",Academia,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388624,"@inproceedings{Gilson_2020,
	doi = {10.1145/3387906.3388624},
	url = {https://doi.org/10.1145%2F3387906.3388624},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Fabian Gilson and Miguel Morales-Trujillo and Moffat Mathews},
	title = {How junior developers deal with their technical debt?},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","In this empirical study, we observed and surveyed Scrum development
teams composed of experienced students in order to understand
their quality-related processes on a year-long academic project.","SonarQube
Sonarlint
ESLint
Findbugs
Checkstyle"
S114,S123,How long do Junior Developers take to Remove Technical Debt Items?,"Valentina Lenarduzzi
Vladimir Mandić
Andrej Katin
Davide Taibi",Academia,"2,020.00",International Symposium on Empirical Software Engineering and Measurement,Conference,https://doi.org/10.1145/3382494.3422169,"@inproceedings{Lenarduzzi_2020,
	doi = {10.1145/3382494.3422169},
	url = {https://doi.org/10.1145%2F3382494.3422169},
	year = 2020,
	month = {oct},
	publisher = {{ACM}},
	author = {Valentina Lenarduzzi and Vladimir Mandi{\'{c}} and Andrej Katin and Davide Taibi},
	title = {How long do Junior Developers take to Remove Technical Debt Items?},
	booktitle = {Proceedings of the 14th {ACM} / {IEEE} International Symposium on Empirical Software Engineering and Measurement ({ESEM})}
}",We aim at understating which SonarQube TD items junior developers prioritize during the refactoring and how long they take to refactor them.,SonarQube
S115,S124,An Empirical Study on the Evolution of Design Smells,"Lerina Aversano
Umberto Carpenito
Martina Iammarino",Academia,"2,020.00",Information,Journal,http://doi.org/10.3390/info11070348,"@article{Aversano_2020,
	doi = {10.3390/info11070348},
	url = {https://doi.org/10.3390%2Finfo11070348},
	year = 2020,
	month = {jul},
	publisher = {{MDPI} {AG}},
	volume = {11},
	number = {7},
	pages = {348},
	author = {Lerina Aversano and Umberto Carpenito and Martina Iammarino},
	title = {An Empirical Study on the Evolution of Design Smells},
	journal = {Information}
}","An empirical study has been conducted considering the complete
history of eight software systems, commit by commit.","RMiner
Designite"
S116,S125,On the Diffusion and Impact of Code  Smells in Web Applications,"Narjes Bessghaier
Ali Ouni
Mohamed Wiem Mkaouer",Academia,"2,020.00",International Conference on Services Computing,Conference,https://doi.org/10.1007/978-3-030-59592-0_5,"@incollection{Bessghaier_2020,
	doi = {10.1007/978-3-030-59592-0_5},
	url = {https://doi.org/10.1007%2F978-3-030-59592-0_5},
	year = 2020,
	publisher = {Springer International Publishing},
	pages = {67--84},
	author = {Narjes Bessghaier and Ali Ouni and Mohamed Wiem Mkaouer},
	title = {On the Diffusion and Impact of Code Smells in Web Applications},
	booktitle = {Services Computing {\textendash} {SCC} 2020}
}","In this paper,
we specifically target web apps built with PHP being the most used
server-side programming language.",PHPMD
S117,S126,Does code review really remove coding convention violations?,"DongGyun Han
Chaiyong Ragkhitwetsagul
Jens Krinke
Matheus Paixao
Giovanni Rosa",Academia,"2,020.00",International Working Conference on Source Code Analysis and Manipulation,Conference,http://doi.org/10.1109/SCAM51674.2020.00010,"@inproceedings{Han_2020,
	doi = {10.1109/scam51674.2020.00010},
	url = {https://doi.org/10.1109%2Fscam51674.2020.00010},
	year = 2020,
	month = {sep},
	publisher = {{IEEE}},
	author = {DongGyun Han and Chaiyong Ragkhitwetsagul and Jens Krinke and Matheus Paixao and Giovanni Rosa},
	title = {Does code review really remove coding convention violations?},
	booktitle = {2020 {IEEE} 20th International Working Conference on Source Code Analysis and Manipulation ({SCAM})}
}","Therefore, we investigated how coding convention violations
are introduced, addressed, and removed during code review
by developers. To do this, we analysed 16,442 code review
requests from four projects of the Eclipse community for the
introduction of convention violations.","Checkstyle
PMD
Gerrit
CodeFlow
Fabricator"
S118,S127,An Empirical Study on Self-Fixed Technical Debt,"Jie Tan
Daniel Feitosa
Paris Avgeriou",Academia,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388621,"@inproceedings{Tan_2020,
	doi = {10.1145/3387906.3388621},
	url = {https://doi.org/10.1145%2F3387906.3388621},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Jie Tan and Daniel Feitosa and Paris Avgeriou},
	title = {An empirical study on self-fixed technical debt},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","This paper attempts to answer these questions. It reports on an
empirical study that analyzes the self-fixed issues of five types of
TD (i.e., Code, Defect, Design, Documentation and Test), captured
via static analysis, in more than 17,000 commits from 20 Python
projects of the Apache Software Foundation.","SonarQube
<Code from authors>"
S119,S128,On the Temporality of Introducing Code Technical Debt,"Georgios Digkas
Apostolos Ampatzoglou
Alexander Chatzigeorgiou
Paris Avgeriou",Academia,"2,020.00",International Conference on the Quality of Information and Communications Technology,Conference,https://doi.org/10.1007/978-3-030-58793-2_6,"@incollection{Digkas_2020,
	doi = {10.1007/978-3-030-58793-2_6},
	url = {https://doi.org/10.1007%2F978-3-030-58793-2_6},
	year = 2020,
	publisher = {Springer International Publishing},
	pages = {68--82},
	author = {Georgios Digkas and Apostolos Ampatzoglou and Alexander Chatzigeorgiou and Paris Avgeriou},
	title = {On the Temporality of Introducing Code Technical Debt},
	booktitle = {Communications in Computer and Information Science}
}
","To shed light into the context that leads to technical debt accumulation, in this paper we investigate: (a) the temporality of code technical debt introduction in new methods, i.e., whether the introduction of technical debt is stable across the lifespan of the project, or if its evolution presents spikes; and (b) the relation of technical debt introduction and the development team’s workload in a given period. To answer these questions, we perform a case study on twenty-seven Apache projects, and inspect the number of Technical Debt Items introduced in 6-month sliding temporal windows.",SonarQube
S120,S129,"Refactoring, Bug Fixing, and New Development Effect on Technical Debt: An Industrial Case Study","Ehsan Zabardast
Javier Gonzalez-Huerta
Darja Smite",Academia,"2,020.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA51224.2020.00068,"@inproceedings{Zabardast_2020,
	doi = {10.1109/seaa51224.2020.00068},
	url = {https://doi.org/10.1109%2Fseaa51224.2020.00068},
	year = 2020,
	month = {aug},
	publisher = {{IEEE}},
	author = {Ehsan Zabardast and Javier Gonzalez-Huerta and Darja Smite},
	title = {Refactoring, Bug Fixing, and New Development Effect on Technical Debt: An Industrial Case Study},
	booktitle = {2020 46th Euromicro Conference on Software Engineering and Advanced Applications ({SEAA})}
}","To fill this gap, we conducted an empirical study on an industrial
project and investigated how Refactoring, Bug Fixing, and New
Development affect the TD.","SonarQube
RefactoringMiner"
S121,S130,Investigating the Relationship between Co-occurring Technical Debt in Python,"Jie Tan
Daniel Feitosa
Paris Avgeriou",Academia,"2,020.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA51224.2020.00082,"@inproceedings{Tan_2020,
	doi = {10.1109/seaa51224.2020.00082},
	url = {https://doi.org/10.1109%2Fseaa51224.2020.00082},
	year = 2020,
	month = {aug},
	publisher = {{IEEE}},
	author = {Jie Tan and Daniel Feitosa and Paris Avgeriou},
	title = {Investigating the Relationship between Co-occurring Technical Debt in Python},
	booktitle = {2020 46th Euromicro Conference on Software Engineering and Advanced Applications ({SEAA})}
}","This paper investigates how different types of TD co-occur, as well as the time period of the co-occurrence. To that end, we analyzed the co-occurring associations between five types of TD, captured in 42 SonarQube rules, in 3862 files of 20 Python projects from the Apache Software Foundation.","SonarQube
<Code from authors>"
S122,S131,CODE reuse in practice: Benefiting or harming technical debt,"Daniel Feitosa
Apostolos Ampatzoglou
Antonios Gkortzis
Stamatia Bibi
Alexander Chatzigeorgiou",Academia,"2,020.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2020.110618,"@article{Feitosa_2020,
	doi = {10.1016/j.jss.2020.110618},
	url = {https://doi.org/10.1016%2Fj.jss.2020.110618},
	year = 2020,
	month = {sep},
	publisher = {Elsevier {BV}},
	volume = {167},
	pages = {110618},
	author = {Daniel Feitosa and Apostolos Ampatzoglou and Antonios Gkortzis and Stamatia Bibi and Alexander Chatzigeorgiou},
	title = {{CODE} reuse in practice: Benefiting or harming technical debt},
	journal = {Journal of Systems and Software}
}",The aim of this paper is to investigate the relation between white-box code reuse and TD principal and interest.,SonarQube
S123,S132,Long-Term Evaluation of Technical Debt in Open-Source Software,"Arthur-Jozsef Molnar
Simona Motogna",Academia,"2,020.00",International Symposium on Empirical Software Engineering and Measurement,Conference,https://doi.org/10.1145/3382494.3410673,"@inproceedings{Molnar_2020,
	doi = {10.1145/3382494.3410673},
	url = {https://doi.org/10.1145%2F3382494.3410673},
	year = 2020,
	month = {oct},
	publisher = {{ACM}},
	author = {Arthur-Jozsef Molnar and Simona Motogna},
	title = {Long-Term Evaluation of Technical Debt in Open-Source Software},
	booktitle = {Proceedings of the 14th {ACM} / {IEEE} International Symposium on Empirical Software Engineering and Measurement ({ESEM})}
}","In this paper we aim to study the evolution and characteristics of technical debt in open-source software. For this, we carry out a longitudinal study that covers the entire development history of several complex applications.","SonarQube
Squore
Kiuwan
Ndepend"
S124,S133,Anticipating Identification of Technical Debt Items in Model-Driven Software Projects,"Ramon Araújo Gomes
Larissa Barbosa L. Pinheiro
Rita Suzana Pitangueira Maciel",Academia,"2,020.00",Brazilian Symposium on Software Engineering,Conference,https://doi.org/10.1145/3422392.3422434,"@inproceedings{Gomes_2020,
	doi = {10.1145/3422392.3422434},
	url = {https://doi.org/10.1145%2F3422392.3422434},
	year = 2020,
	month = {oct},
	publisher = {{ACM}},
	author = {Ramon Ara{\'{u}}jo Gomes and Larissa Barbosa L. Pinheiro and Rita Suzana Pitangueira Maciel},
	title = {Anticipating Identification of Technical Debt Items in Model-Driven Software Projects},
	booktitle = {Proceedings of the 34th Brazilian Symposium on Software Engineering}
}","This paper intends to analyze whether it is possible to use source code technical debt detection strategies to identify TD on code-generating models in the context of model-driven development projects. A catalog of nine different model technical debt items for platform-
independent code-generating models was specified.","EMF Refactor
PMD
Checkstyle
Jspirit
SonarQube"
S125,S134,On the diffuseness of technical debt items and accuracy of remediation time when using SonarQube,"Maria Teresa Baldassarre
Valentina Lenarduzzi
Simone Romanoa
Nyyti Saarimäki",Academia,"2,020.00",Information and Software Technology,Journal,https://doi.org/10.1016/j.infsof.2020.106377,"@article{Baldassarre_2020,
	doi = {10.1016/j.infsof.2020.106377},
	url = {https://doi.org/10.1016%2Fj.infsof.2020.106377},
	year = 2020,
	month = {dec},
	publisher = {Elsevier {BV}},
	volume = {128},
	pages = {106377},
	author = {Maria Teresa Baldassarre and Valentina Lenarduzzi and Simone Romano and Nyyti Saarimäki},
	title = {On the diffuseness of technical debt items and accuracy of remediation time when using {SonarQube}},
	journal = {Information and Software Technology}
}","In this paper, we analyze both diffuseness of TD items and accuracy of remediation time, estimated by SonarQube, to fix TD items on a set of 21 open-source Java projects.",SonarQube
S126,S135,Technical debt forecasting: An empirical study on open-source repositories,"Dimitrios Tsoukalas
Dionysios Kehagias
Miltiadis Siavvas
Alexander Chatzigeorgiou",Academia,"2,020.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2020.110777,"@article{Tsoukalas_2020,
	doi = {10.1016/j.jss.2020.110777},
	url = {https://doi.org/10.1016%2Fj.jss.2020.110777},
	year = 2020,
	month = {dec},
	publisher = {Elsevier {BV}},
	volume = {170},
	pages = {110777},
	author = {Dimitrios Tsoukalas and Dionysios Kehagias and Miltiadis Siavvas and Alexander Chatzigeorgiou},
	title = {Technical debt forecasting: An empirical study on open-source repositories},
	journal = {Journal of Systems and Software}
}","To this end, in the present paper, we empirically evaluate the ability of machine learning (ML) methods to model and predict TD evolution. More specifically, an extensive study is conducted, based on a dataset that we constructed by obtaining weekly snapshots of fifteen open source software projects over three years and using two popular static analysis tools to extract software-related metrics that can act as TD predictors.","SonarQube
CKJM
Sigrid
Structure101
NDepend
Teamscale
FindBugs
CheckStyle
<Code from authors>"
S127,S136,Evolution of technical debt remediation in Python: A case study on the Apache Software Ecosystem,"Jie Tan
Daniel Feitosa
Paris Avgeriou
Mircea Lungu",Academia,"2,020.00",Journal of Software: Evolution and Process,Journal,http://doi.org/10.1002/smr.2319,"@article{Tan_2020,
	doi = {10.1002/smr.2319},
	url = {https://doi.org/10.1002%2Fsmr.2319},
	year = 2020,
	month = {nov},
	publisher = {Wiley},
	volume = {33},
	number = {4},
	author = {Jie Tan and Daniel Feitosa and Paris Avgeriou and Mircea Lungu},
	title = {Evolution of technical debt remediation in Python: A case study on the Apache Software Ecosystem},
	journal = {Journal of Software: Evolution and Process}
}","In this paper, we analyze the evolution of technical debt in 44 Python open-source software projects belonging to the Apache Software Foundation.","<Code from the aurhos>
SonarQube"
S128,S90,Towards an Approach to Identify Obsolete Features based on Importance and Technical Debt,"Andrea Janes
Valentina Lenarduzzi",Academia,"2,020.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA51224.2020.00070,"@INPROCEEDINGS{Janes2020-ye,
  title           = ""Towards an approach to identify obsolete features based on
                     importance and technical debt"",
  booktitle       = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Janes, Andrea and Lenarduzzi, Valentina"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2020,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Portoroz, Slovenia""
}",,"SonarQube
Jaeger"
S129,S92,"Comparing Maintainability Index, SIG Method, and SQALE for Technical Debt Identification","Peter Strecansky 
Stanislav Chren
Bruno Rossi",Academia,"2,020.00",Hindawi Scientific Programming,Journal,https://doi.org/10.1155/2020/2976564,"@ARTICLE{Strecansky2020-ji,
  title     = ""Comparing Maintainability Index, {SIG} method, and {SQALE} for
               Technical Debt identification"",
  author    = ""Stre{\v c}ansk{\'y}, Peter and Chren, Stanislav and Rossi, Bruno"",
  journal   = ""Sci. Program."",
  publisher = ""Hindawi Limited"",
  volume    =  2020,
  pages     = ""1--14"",
  month     =  jul,
  year      =  2020,
  language  = ""en""
}
","The goal of this paper is to shed some light on this aspect, by comparing three techniques about TD identification that
were proposed over time: (i) the Maintainability Index (MI), (ii) SIG TD models, and (iii) SQALE analysis.","Radon
SonarQube"
S130,S93,Skuld: A self-learning tool for impact-driven technical debt management,"Josep Burgaya Pujols
Pieter Bas
Silverio Martínez-Fernández
Antonio Martini
Adam Trendowicz",Both,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388626,"@INPROCEEDINGS{Pujols2020-hk,
  title      = ""Skuld"",
  booktitle  = ""Proceedings of the 3rd International Conference on Technical
                Debt"",
  author     = ""Pujols, Josep Burgaya and Bas, Pieter and
                Mart{\'\i}nez-Fernandez, Silverio and Martini, Antonio and
                Trendowicz, Adam"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""TechDebt '20: International Conference on Technical Debt"",
  location   = ""Seoul Republic of Korea""
}","We aim to create a data-driven, lightweight, and
self-learning tool positioning highly impactful refactoring
proposals on a Jira backlog.",Skuld
S131,S95,Towards Better Technical Debt Detection with NLP and Machine Learning Methods,Leevi Rantala,Academia,"2,020.00",International Conference on Software Engineering: Companion Proceedings,Conference,https://doi.org/10.1145/3377812.3381404,"@ARTICLE{Volodina2022-ab,
  title     = ""Formation of future teachers' worldview culture by means of
               foreign-language education"",
  author    = ""Volodina, Olga V and
               {https://pnojournal.wordpress.com/2022/07/01/volodina-3/}"",
  journal   = ""P Sci Edu"",
  publisher = ""Scientific and Educational Initiative"",
  volume    =  57,
  number    =  3,
  pages     = ""126--159"",
  month     =  jul,
  year      =  2022
}
","This research aims to solve the problem in detection accuracy
by bringing in together static code analysis and natural language

processing. This combination of techniques will allow more ac-
curate detection of technical debt, when compared to them being

used separately from each other.",SonarQube
S132,S96,Sen4Smells: A Tool for Ranking Sensitive Smells for an Architecture Debt Index,"J. Andres Diaz-Pace
Antonela Tommasel
Ilaria Pigazzini
Francesca Arcelli Fontana",Academia,"2,020.00",Biennial Congress of Argentina,Conference,https://doi.org/10.1109/ARGENCON49523.2020.9505535,"@INPROCEEDINGS{Diaz-Pace2020-bk,
  title           = ""{Sen4Smells}: A tool for ranking sensitive smells for an
                     architecture debt index"",
  booktitle       = ""2020 {IEEE} Congreso Bienal de Argentina ({ARGENCON})"",
  author          = ""Diaz-Pace, J Andres and Tommasel, Antonela and Pigazzini,
                     Ilaria and Fontana, Francesca Arcelli"",
  publisher       = ""IEEE"",
  month           =  dec,
  year            =  2020,
  conference      = ""2020 IEEE Congreso Bienal de Argentina (ARGENCON)"",
  location        = ""Resistencia, Argentina""
}","To help with this task, we propose

a tool called Sen4Smells that performs an automated sensitivity
analysis for a given debt index based on the evolution of both the
index values and the corresponding smells across (past) system
versions.",Sen4Smells
S133,S97,Towards Microservice Smells Detection,"Ilaria Pigazzini
Francesca Arcelli Fontana
Valentina Lenarduzzi
Davide Taibi",Academia,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388625,"@INPROCEEDINGS{Pigazzini2020-xf,
  title      = ""Towards microservice smells detection"",
  booktitle  = ""Proceedings of the 3rd International Conference on Technical
                Debt"",
  author     = ""Pigazzini, Ilaria and Fontana, Francesca Arcelli and
                Lenarduzzi, Valentina and Taibi, Davide"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""TechDebt '20: International Conference on Technical Debt"",
  location   = ""Seoul Republic of Korea""
}","In this paper, we extend an existing tool

developed for the detection of architectural smells to explore mi-
croservices architecture through the detection of three microservice

smells: Cyclic Dependencies, Hard-Coded Endpoints, and Shared

Persistence.","Neo4j
Arcan"
